step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
277,CASH_OUT,85761.72,C979329822,13308.0,0.0,C1881803541,212429.12,298190.84,0,0
36,CASH_IN,96123.1,C392892883,9192.0,105315.1,C1688894003,0.0,0.0,0,0
348,CASH_OUT,88906.49,C875043977,0.0,0.0,C1993438039,582549.71,956912.01,0,0
235,PAYMENT,39442.86,C1772688482,0.0,0.0,M1280137654,0.0,0.0,0,0
330,PAYMENT,32242.04,C811610778,0.0,0.0,M67890365,0.0,0.0,0,0
522,CASH_OUT,33112.95,C2134640284,0.0,0.0,C1975918135,8967251.44,9000364.39,0,0
189,PAYMENT,2007.21,C1874366342,7077.0,5069.79,M1035619008,0.0,0.0,0,0
163,CASH_OUT,67871.85,C301850118,0.0,0.0,C14670924,770707.98,327841.0,0,0
180,CASH_OUT,336910.77,C488166540,0.0,0.0,C1565339006,648159.43,1106268.46,0,0
379,CASH_IN,157143.91,C960741985,2349295.55,2506439.46,C110714656,1102346.91,945203.0,0,0
396,PAYMENT,14887.36,C1389615958,0.0,0.0,M1721581302,0.0,0.0,0,0
180,CASH_IN,165430.58,C238105474,2196064.48,2361495.06,C1990034609,4468705.78,4303275.2,0,0
355,CASH_OUT,75463.5,C848585494,0.0,0.0,C937291259,322646.66,398110.15,0,0
522,PAYMENT,1382.02,C78988686,52812.0,51429.98,M1936360073,0.0,0.0,0,0
35,CASH_OUT,2125.07,C967757297,0.0,0.0,C913519726,186920.74,225996.26,0,0
259,PAYMENT,9746.52,C1534087274,166225.0,156478.48,M2011648873,0.0,0.0,0,0
349,PAYMENT,15840.8,C1251633823,3578.0,0.0,M1481220338,0.0,0.0,0,0
518,CASH_OUT,130163.78,C1016236296,0.0,0.0,C1174663259,668888.58,799052.36,0,0
39,CASH_OUT,144278.58,C1196625220,2039.0,0.0,C249348115,20388.66,173751.35,0,0
375,CASH_OUT,138078.85,C921511852,0.0,0.0,C690241635,315356.81,453435.66,0,0
17,CASH_OUT,124978.28,C119944321,0.0,0.0,C71364493,5338772.33,5463750.61,0,0
13,CASH_OUT,9016.7,C2030942272,2009.0,0.0,C1258899140,244942.69,253959.39,0,0
142,CASH_IN,281622.2,C257634313,18641776.23,18923398.43,C1706891711,4857489.1,4575866.9,0,0
354,CASH_OUT,92293.59,C659215233,0.0,0.0,C1771577644,1680263.49,1772557.08,0,0
399,CASH_IN,185792.54,C1873509324,8334.0,194126.54,C338009480,0.0,0.0,0,0
277,CASH_OUT,204388.79,C1165892118,46169.0,0.0,C1963424670,0.0,204388.79,0,0
131,PAYMENT,8936.13,C1889277444,245930.03,236993.89,M169428635,0.0,0.0,0,0
235,CASH_OUT,424050.39,C1023120003,0.0,0.0,C1878365849,692130.69,1116181.09,0,0
401,CASH_OUT,209520.02,C785216002,0.0,0.0,C365063356,8744331.08,8953851.1,0,0
347,CASH_IN,87491.88,C8185749,7553502.62,7640994.5,C755860495,525397.53,437905.64,0,0
135,CASH_IN,108846.24,C1545430080,6579821.67,6688667.91,C1055102556,582581.82,473735.58,0,0
349,CASH_IN,136989.88,C271910156,183.0,137172.88,C2090275133,8765867.99,8628878.11,0,0
250,CASH_IN,72496.33,C546097292,3674154.06,3746650.38,C1975302972,478648.17,406151.85,0,0
20,CASH_IN,82664.32,C335015973,677814.67,760478.99,C2052917374,128169.86,45505.54,0,0
226,PAYMENT,118.9,C1889047145,20076.0,19957.1,M1689288628,0.0,0.0,0,0
297,PAYMENT,4158.22,C1724544617,0.0,0.0,M1026438508,0.0,0.0,0,0
130,CASH_OUT,275460.44,C1008701290,16298.0,0.0,C1408483062,0.0,275460.44,0,0
135,PAYMENT,25365.92,C749545329,0.0,0.0,M14944765,0.0,0.0,0,0
311,CASH_OUT,237330.66,C1755588144,0.0,0.0,C913815492,1311268.71,1548599.38,0,0
10,CASH_OUT,463066.98,C1819944806,113074.14,0.0,C1253793047,1225145.47,1688212.45,0,0
156,CASH_IN,165706.38,C2061399524,19862109.11,20027815.49,C2094906583,2168256.68,2002550.3,0,0
13,PAYMENT,822.22,C749316023,0.0,0.0,M1515782454,0.0,0.0,0,0
42,CASH_OUT,169145.43,C691119883,0.0,0.0,C951732022,1214932.36,1384077.79,0,0
304,PAYMENT,29853.86,C628981516,0.0,0.0,M1685597038,0.0,0.0,0,0
306,PAYMENT,14969.01,C897825529,0.0,0.0,M1396179968,0.0,0.0,0,0
186,PAYMENT,5909.77,C180996682,0.0,0.0,M869796211,0.0,0.0,0,0
348,CASH_OUT,221436.4,C1197649516,23600.0,0.0,C220147588,336060.25,557496.65,0,0
14,CASH_IN,188788.27,C984224677,5614.0,194402.27,C1045033992,0.0,176461.1,0,0
135,PAYMENT,2889.8,C943531171,11579.25,8689.45,M1673090895,0.0,0.0,0,0
227,TRANSFER,1385178.32,C857569598,2728.0,0.0,C1121998617,25474.55,1410652.86,0,0
156,CASH_OUT,626163.71,C1018430440,0.0,0.0,C1595561176,6504436.47,7130600.18,0,0
21,PAYMENT,5756.5,C420726944,31147.0,25390.5,M643644035,0.0,0.0,0,0
279,PAYMENT,6468.85,C2018276299,699656.0,693187.15,M1266962842,0.0,0.0,0,0
185,PAYMENT,10281.34,C739719647,43472.0,33190.66,M472935949,0.0,0.0,0,0
349,PAYMENT,19158.16,C600483014,318137.45,298979.29,M1300979918,0.0,0.0,0,0
329,PAYMENT,6702.61,C1107305221,0.0,0.0,M1292030046,0.0,0.0,0,0
251,CASH_OUT,115469.79,C67422709,3716.0,0.0,C1101490258,2262906.24,2378376.03,0,0
588,PAYMENT,4706.97,C947705238,917.0,0.0,M592204882,0.0,0.0,0,0
36,CASH_OUT,106431.33,C1437176048,0.0,0.0,C872145549,215296.17,321727.5,0,0
400,CASH_IN,472476.68,C707486701,18924.0,491400.68,C1806063743,17596.33,0.0,0,0
369,CASH_IN,35466.13,C806222053,60681.0,96147.13,C2066539147,20735605.56,20700139.43,0,0
275,PAYMENT,4608.11,C10673211,0.0,0.0,M2142596854,0.0,0.0,0,0
137,CASH_IN,282686.96,C941696487,20864.0,303550.96,C301504362,1808065.22,1525378.26,0,0
303,PAYMENT,90577.75,C78835459,10334.0,0.0,M868680108,0.0,0.0,0,0
589,TRANSFER,316688.12,C1699664756,181069.0,0.0,C468286267,17562.49,334250.61,0,0
130,CASH_OUT,176612.16,C1163541608,0.0,0.0,C1235198364,1221824.66,1398436.81,0,0
303,PAYMENT,22184.05,C1781486453,0.0,0.0,M994075784,0.0,0.0,0,0
232,PAYMENT,2401.4,C1829174424,0.0,0.0,M1403385137,0.0,0.0,0,0
23,PAYMENT,34497.66,C2084824941,0.0,0.0,M906146260,0.0,0.0,0,0
298,CASH_IN,241470.24,C1440313840,0.0,241470.24,C79257672,0.0,0.0,0,0
490,CASH_OUT,91842.99,C999161659,75248.8,0.0,C649810638,164289.69,256132.68,0,0
236,PAYMENT,3674.34,C963816607,152.0,0.0,M298207466,0.0,0.0,0,0
209,CASH_OUT,54435.49,C1583370000,0.0,0.0,C1674644027,7551114.94,7605550.43,0,0
322,TRANSFER,480452.16,C52469225,0.0,0.0,C350102565,6443717.09,6924169.25,0,0
402,CASH_OUT,189306.2,C2016619554,335.0,0.0,C1699699492,996516.72,1185822.92,0,0
299,PAYMENT,3353.0,C1650052358,0.0,0.0,M283872971,0.0,0.0,0,0
95,PAYMENT,338.68,C930845006,6412.0,6073.32,M1240147742,0.0,0.0,0,0
38,TRANSFER,1183019.2,C1292418085,20569.0,0.0,C953516263,375323.43,1558342.63,0,0
249,CASH_OUT,125785.21,C1905014521,10885.0,0.0,C1239569800,284902.39,410687.61,0,0
350,CASH_IN,282998.15,C462293339,20965316.49,21248314.64,C1972714568,2083530.39,1800532.24,0,0
279,PAYMENT,2990.07,C1262374890,39444.0,36453.93,M1498503997,0.0,0.0,0,0
154,PAYMENT,7212.66,C21813020,20954.0,13741.34,M1857164835,0.0,0.0,0,0
214,CASH_OUT,251016.33,C946036895,0.0,0.0,C654319691,257471.23,508487.55,0,0
132,CASH_OUT,257775.54,C578450795,20179.0,0.0,C322169678,0.0,257775.54,0,0
345,CASH_IN,329303.05,C230727486,5570.0,334873.05,C1277677505,14912.43,0.0,0,0
399,PAYMENT,20674.29,C1380498954,79589.63,58915.34,M12902321,0.0,0.0,0,0
43,CASH_IN,170613.81,C762398989,17919.0,188532.81,C506947988,0.0,0.0,0,0
36,CASH_IN,33658.72,C1157263705,1799223.56,1832882.29,C650657798,9942894.85,9909236.13,0,0
396,CASH_IN,247281.24,C1091609916,22598.0,269879.24,C462951830,2487775.64,2240494.4,0,0
298,PAYMENT,19923.43,C1785435999,85152.35,65228.92,M1284331143,0.0,0.0,0,0
396,PAYMENT,18639.11,C319301725,0.0,0.0,M2018850894,0.0,0.0,0,0
138,PAYMENT,12871.48,C1891307170,30802.0,17930.52,M37518441,0.0,0.0,0,0
184,PAYMENT,18006.03,C322322142,131358.91,113352.88,M1816740209,0.0,0.0,0,0
207,CASH_IN,152072.14,C1039227759,1256.0,153328.14,C1360129795,28961.2,0.0,0,0
37,CASH_OUT,145256.23,C1540335569,59916.0,0.0,C41792607,3595348.63,3740604.86,0,0
514,CASH_IN,5052.32,C1352578016,2664791.76,2669844.08,C819534331,771291.8,766239.48,0,0
252,PAYMENT,4687.02,C1198691609,0.0,0.0,M333848259,0.0,0.0,0,0
183,CASH_IN,64384.53,C1681326838,22170.0,86554.53,C1145507736,0.0,0.0,0,0
139,CASH_OUT,533065.32,C707774587,5004.0,0.0,C870888674,0.0,533065.32,0,0
46,CASH_OUT,51329.0,C1863927813,0.0,0.0,C1517134495,138999.29,190328.29,0,0
182,CASH_OUT,36806.3,C1642367895,0.0,0.0,C257108016,209063.38,245869.68,0,0
382,PAYMENT,5415.03,C2089587250,25054.0,19638.97,M1950983646,0.0,0.0,0,0
352,CASH_IN,205666.23,C388333540,162586.0,368252.23,C1903669219,5284041.72,5078375.48,0,0
19,PAYMENT,12020.31,C1925916405,31630.0,19609.69,M1159831609,0.0,0.0,0,0
165,CASH_IN,328068.71,C709474893,7145358.4,7473427.11,C795220676,7401273.59,7073204.89,0,0
140,CASH_IN,587568.58,C1336653819,9689827.58,10277396.15,C1745864650,753439.55,165870.97,0,0
253,TRANSFER,545778.67,C813569024,0.0,0.0,C97697997,658348.54,1204127.21,0,0
299,CASH_OUT,14042.69,C2012334164,524450.0,510407.31,C683477806,0.0,14042.69,0,0
230,PAYMENT,1954.47,C539571541,120232.0,118277.53,M1237289881,0.0,0.0,0,0
178,PAYMENT,11477.02,C1751345271,0.0,0.0,M1915644995,0.0,0.0,0,0
208,CASH_OUT,150863.55,C1952072203,27546.0,0.0,C705482740,192143.76,343007.31,0,0
321,PAYMENT,23749.84,C454443296,0.0,0.0,M2101340480,0.0,0.0,0,0
299,PAYMENT,48078.49,C873531016,0.0,0.0,M1351200275,0.0,0.0,0,0
348,DEBIT,5270.89,C1282774064,69646.83,64375.94,C670450358,513706.86,518977.75,0,0
345,CASH_IN,361471.61,C506517118,25195.0,386666.61,C34415721,1625248.17,1263776.56,0,0
134,CASH_IN,220326.37,C1744955095,18539223.53,18759549.9,C1197514581,650694.99,430368.62,0,0
34,PAYMENT,34925.34,C876212061,11224.0,0.0,M306750360,0.0,0.0,0,0
402,CASH_OUT,80610.52,C936485384,0.0,0.0,C1101827022,3214131.65,3294742.18,0,0
140,CASH_OUT,20661.72,C191531469,50005.0,29343.28,C1599654410,0.0,20661.72,0,0
156,CASH_OUT,76310.71,C1172132766,0.0,0.0,C1631347142,2696269.84,2772580.55,0,0
212,PAYMENT,9554.92,C881823536,440.0,0.0,M1722607642,0.0,0.0,0,0
232,TRANSFER,126874.3,C54841434,443.0,0.0,C877307137,0.0,126874.3,0,0
142,PAYMENT,16267.37,C739333591,22295.0,6027.63,M1729357869,0.0,0.0,0,0
334,PAYMENT,9342.83,C2018814874,0.0,0.0,M593810464,0.0,0.0,0,0
325,PAYMENT,6105.74,C940682722,159009.04,152903.3,M518823589,0.0,0.0,0,0
500,CASH_IN,129733.66,C1829821524,8495663.98,8625397.65,C1978205895,193963.29,64229.63,0,0
36,CASH_OUT,30079.14,C1319124354,0.0,0.0,C2024836608,920085.41,1750528.94,0,0
357,TRANSFER,583584.41,C2087007357,0.0,0.0,C1134685526,2202933.68,2786518.09,0,0
251,CASH_OUT,462559.61,C1761224755,0.0,0.0,C91629805,1519372.72,1981932.33,0,0
331,PAYMENT,10007.82,C589217090,706666.72,696658.9,M2060261698,0.0,0.0,0,0
329,CASH_IN,180470.31,C2070432703,11277167.63,11457637.93,C401151881,1290761.32,1110291.01,0,0
395,CASH_OUT,2416.79,C2099429005,84033.0,81616.21,C358901819,355535.61,357952.41,0,0
39,PAYMENT,7555.45,C2142024043,0.0,0.0,M569212156,0.0,0.0,0,0
158,PAYMENT,3297.13,C1848865728,81814.76,78517.63,M1164679379,0.0,0.0,0,0
227,CASH_OUT,160647.73,C271667278,23288.0,0.0,C604588050,0.0,160647.73,0,0
166,CASH_OUT,341163.55,C154290778,0.0,0.0,C632472943,5342552.17,5683715.71,0,0
185,TRANSFER,753130.21,C1520679287,171667.61,0.0,C519848959,3424472.76,4177602.98,0,0
42,PAYMENT,6480.84,C1778245534,39654.0,33173.16,M765025112,0.0,0.0,0,0
20,CASH_OUT,141797.78,C1331473622,11274.0,0.0,C1968619192,9218.0,94286.65,0,0
41,PAYMENT,5175.47,C1062962548,0.0,0.0,M568509095,0.0,0.0,0,0
236,CASH_OUT,197213.93,C1364164735,0.0,0.0,C1168382976,6030227.15,6227441.08,0,0
355,PAYMENT,12226.18,C325478387,0.0,0.0,M1546954618,0.0,0.0,0,0
354,CASH_OUT,65311.28,C1278893650,219041.0,153729.72,C1668327168,1356661.99,1421973.27,0,0
383,TRANSFER,700283.54,C2097361681,0.0,0.0,C216620307,4155958.56,4856242.1,0,0
594,CASH_IN,82175.48,C1788013024,204265.42,286440.9,C254049364,4211064.09,4128888.61,0,0
332,PAYMENT,31548.78,C2072470833,0.0,0.0,M104824990,0.0,0.0,0,0
307,CASH_IN,64782.43,C507367025,20157840.55,20222622.98,C1336904651,3034388.59,2969606.16,0,0
256,CASH_OUT,148023.46,C546994809,206443.0,58419.54,C124476043,0.0,148023.46,0,0
308,CASH_IN,305132.0,C1590943523,2530830.42,2835962.42,C1988868635,3161264.2,2856132.2,0,0
346,PAYMENT,19804.56,C1774425328,0.0,0.0,M1887407223,0.0,0.0,0,0
165,PAYMENT,24215.02,C212964503,303.0,0.0,M1759557670,0.0,0.0,0,0
211,CASH_OUT,158908.56,C1786286960,10186.0,0.0,C320469502,282142.32,441050.88,0,0
257,PAYMENT,11187.0,C2147403281,20600.0,9413.0,M2095321705,0.0,0.0,0,0
15,PAYMENT,18010.06,C741477304,0.0,0.0,M886723344,0.0,0.0,0,0
232,PAYMENT,13611.54,C653403939,0.0,0.0,M1416577821,0.0,0.0,0,0
235,CASH_IN,315472.4,C832062162,35305.16,350777.56,C413001338,761433.14,289482.58,0,0
40,CASH_OUT,45870.05,C1490362175,0.0,0.0,C1694394149,1771965.63,1817835.68,0,0
369,CASH_OUT,39728.25,C1729227121,51559.0,11830.75,C1737640425,0.0,39728.25,0,0
373,TRANSFER,355851.44,C913462714,258288.28,0.0,C474977958,3403188.53,3759039.97,0,0
255,CASH_OUT,191600.17,C922242729,0.0,0.0,C402944959,265917.31,457517.48,0,0
312,TRANSFER,516373.32,C1858868854,0.0,0.0,C1817408357,1056946.38,1573319.7,0,0
42,CASH_IN,314454.97,C1140808685,10481.49,324936.46,C346830293,44705.31,0.0,0,0
228,PAYMENT,13754.67,C648379376,11207.0,0.0,M802836462,0.0,0.0,0,0
306,PAYMENT,13649.89,C30382962,0.0,0.0,M1637818847,0.0,0.0,0,0
401,CASH_IN,105493.21,C51189464,958401.5,1063894.71,C92141964,262440.75,156947.53,0,0
303,CASH_IN,208033.08,C1217589880,7023792.87,7231825.95,C402872421,5877763.5,5669730.42,0,0
136,CASH_OUT,259925.07,C593809987,130500.0,0.0,C437547978,0.0,52893.01,0,0
323,CASH_IN,364976.19,C495866583,733710.7,1098686.89,C1387253902,5858086.21,5493110.02,0,0
382,CASH_IN,259012.32,C1632902452,172173.0,431185.32,C1771091761,0.0,0.0,0,0
235,CASH_IN,123412.69,C467939112,5287582.56,5410995.24,C1045200315,1163719.79,1040307.11,0,0
187,CASH_IN,183751.16,C543573654,30486.0,214237.16,C314149578,0.0,0.0,0,0
302,PAYMENT,4487.67,C1535134777,0.0,0.0,M113623893,0.0,0.0,0,0
234,PAYMENT,1452.83,C1208534954,0.0,0.0,M94983160,0.0,0.0,0,0
95,PAYMENT,705.6,C615554448,90552.0,89846.4,M1373195679,0.0,0.0,0,0
164,PAYMENT,4815.09,C1138218301,0.0,0.0,M1997893335,0.0,0.0,0,0
255,CASH_OUT,150193.08,C685833735,20965.0,0.0,C481786168,407032.6,557225.69,0,0
130,TRANSFER,694573.74,C241454640,0.0,0.0,C1504914254,733516.34,1428090.08,0,0
404,CASH_OUT,612180.11,C1451498038,0.0,0.0,C437666628,1352855.51,1965035.62,0,0
227,PAYMENT,37968.73,C971839648,144201.16,106232.43,M226756479,0.0,0.0,0,0
402,TRANSFER,622684.09,C1574127115,0.0,0.0,C196041580,3201005.26,3823689.35,0,0
225,PAYMENT,10788.1,C1685986081,31086.0,20297.9,M1197682735,0.0,0.0,0,0
333,CASH_IN,240001.9,C2022833689,2561632.88,2801634.78,C482349179,807436.35,567434.45,0,0
262,PAYMENT,1967.98,C724393943,77961.0,75993.02,M1877639896,0.0,0.0,0,0
352,PAYMENT,7376.25,C2016660430,0.0,0.0,M946461682,0.0,0.0,0,0
298,CASH_OUT,274698.34,C1509477214,0.0,0.0,C1245184652,1639986.67,1914685.01,0,0
18,CASH_OUT,185462.47,C1225984113,0.0,0.0,C81022107,2348023.85,3699226.44,0,0
306,CASH_OUT,147422.06,C1427708980,65873.0,0.0,C722183703,319118.63,466540.69,0,0
13,PAYMENT,3192.18,C976977800,209229.0,206036.82,M2021005619,0.0,0.0,0,0
297,CASH_OUT,43522.69,C497409478,0.0,0.0,C657070390,593545.76,637068.45,0,0
18,CASH_OUT,219643.8,C1382537790,0.0,0.0,C158015984,432669.56,180744.51,0,0
133,CASH_IN,60973.47,C1797912922,4724260.12,4785233.59,C1248712846,5967980.16,5907006.69,0,0
395,CASH_IN,229209.99,C1822803790,349094.04,578304.03,C1390319235,556727.95,327517.96,0,0
277,PAYMENT,48719.91,C1748385216,0.0,0.0,M1821261805,0.0,0.0,0,0
304,PAYMENT,9806.03,C1217985557,0.0,0.0,M491023936,0.0,0.0,0,0
212,PAYMENT,8799.23,C411990098,19259.0,10459.77,M927766996,0.0,0.0,0,0
298,PAYMENT,16990.35,C1295425281,1036.81,0.0,M1720437464,0.0,0.0,0,0
231,CASH_IN,213094.95,C554587526,50392.0,263486.95,C1160422569,14246.1,0.0,0,0
162,CASH_IN,433657.62,C2093309779,9889.0,443546.62,C1731643198,0.0,0.0,0,0
205,CASH_OUT,35278.36,C1683430178,0.0,0.0,C567273070,187373.54,222651.9,0,0
402,CASH_IN,319025.78,C1113062664,2103112.44,2422138.23,C613945298,3986888.94,3667863.16,0,0
637,CASH_IN,26645.59,C599572567,595950.15,622595.75,C694844536,5288901.64,5262256.04,0,0
210,CASH_OUT,193329.8,C1820767665,0.0,0.0,C962304925,251276.95,444606.75,0,0
393,TRANSFER,1017733.49,C1034293225,33177.0,0.0,C509631413,59572.64,1077306.13,0,0
286,CASH_IN,58458.65,C372609707,7625842.56,7684301.2,C2090651141,2174671.73,2116213.08,0,0
236,TRANSFER,40920.61,C1326812004,1002.0,0.0,C1535264148,0.0,40920.61,0,0
203,PAYMENT,1074.54,C1993081612,0.0,0.0,M1012738089,0.0,0.0,0,0
514,CASH_IN,1024.9,C846576633,916823.37,917848.27,C1043673366,164024.24,162999.34,0,0
160,CASH_OUT,479535.39,C247569364,0.0,0.0,C479990682,11186826.72,11666362.11,0,0
24,PAYMENT,22958.48,C1082266947,87613.0,64654.52,M84202314,0.0,0.0,0,0
404,CASH_OUT,10891.99,C990580624,53070.0,42178.01,C3830469,0.0,10891.99,0,0
304,CASH_OUT,269080.69,C1317442892,3140.88,0.0,C642945461,17421810.72,17690891.41,0,0
350,TRANSFER,461419.2,C1702754316,20993.0,0.0,C1359436924,280560.6,741979.8,0,0
180,CASH_OUT,156395.6,C614445100,0.0,0.0,C433191485,352681.87,509077.47,0,0
13,CASH_IN,90625.47,C67256135,502837.99,593463.46,C1817894724,11635.0,0.0,0,0
397,PAYMENT,44007.41,C252262946,8096.0,0.0,M548100232,0.0,0.0,0,0
15,CASH_OUT,234218.31,C1857031280,13906.0,0.0,C547532271,174007.89,408226.2,0,0
374,PAYMENT,6461.93,C1540608634,0.0,0.0,M177100031,0.0,0.0,0,0
16,CASH_IN,92631.37,C1817465733,44385.7,137017.06,C1194297436,333674.88,283986.17,0,0
306,PAYMENT,4835.98,C1603891395,0.0,0.0,M721797621,0.0,0.0,0,0
250,CASH_OUT,57390.76,C617997230,0.0,0.0,C721272144,818888.57,876279.33,0,0
161,CASH_IN,135737.1,C698433321,12765652.78,12901389.88,C1668148839,140790.63,5053.53,0,0
275,CASH_OUT,237612.97,C1659323300,7138.0,0.0,C173488868,0.0,49223.72,0,0
10,CASH_OUT,271489.76,C1261985587,0.0,0.0,C198862197,3333921.97,3597321.88,0,0
232,CASH_OUT,113069.36,C1503261440,0.0,0.0,C169764695,4349023.13,4462092.49,0,0
137,PAYMENT,20293.29,C1826576273,154278.69,133985.4,M2003565625,0.0,0.0,0,0
19,CASH_OUT,122277.7,C2062338020,0.0,0.0,C907152002,1106703.35,1071324.86,0,0
208,CASH_OUT,96152.45,C15301798,0.0,0.0,C2093394012,618482.93,714635.38,0,0
177,PAYMENT,16278.19,C106401558,0.0,0.0,M532013183,0.0,0.0,0,0
673,CASH_IN,317507.64,C372090954,963142.34,1280649.97,C1063905875,3744446.31,3426938.67,0,0
178,CASH_OUT,68247.26,C1187666517,59956.0,0.0,C1002393332,15966.83,84214.09,0,0
371,PAYMENT,5460.41,C1504076900,0.0,0.0,M1361948370,0.0,0.0,0,0
278,CASH_IN,313129.92,C1669727844,10874.0,324003.92,C277634275,316411.17,3281.25,0,0
181,PAYMENT,25647.44,C1608530608,0.0,0.0,M587999598,0.0,0.0,0,0
275,CASH_IN,116862.57,C1388030102,79721.0,196583.57,C1953754595,39143.81,0.0,0,0
304,TRANSFER,10000000.0,C1965389823,164.0,0.0,C746161132,566741.88,17627555.08,0,0
179,TRANSFER,1103552.25,C448610909,6090.0,0.0,C1947355339,0.0,1103552.25,0,0
332,PAYMENT,7294.91,C145027962,124.0,0.0,M2584019,0.0,0.0,0,0
130,CASH_IN,265100.33,C1730141717,17024434.05,17289534.38,C107300817,4846860.6,4581760.27,0,0
137,CASH_OUT,110837.21,C610489788,149181.0,38343.79,C864145030,1862840.7,1973677.9,0,0
299,PAYMENT,9667.98,C1270535193,0.0,0.0,M669895097,0.0,0.0,0,0
305,CASH_IN,181952.94,C1539405682,89369.0,271321.94,C2100804597,34398.36,0.0,0,0
212,CASH_IN,29549.21,C935820521,123653.0,153202.21,C1698284923,1129563.77,1100014.57,0,0
325,PAYMENT,35588.91,C1365239663,0.0,0.0,M656304188,0.0,0.0,0,0
354,CASH_IN,7604.36,C4022948,2390318.97,2397923.33,C1514324365,153790.6,146186.24,0,0
571,PAYMENT,3396.57,C314330083,109.0,0.0,M593021530,0.0,0.0,0,0
256,PAYMENT,9100.04,C331971018,3264.47,0.0,M61758694,0.0,0.0,0,0
8,CASH_OUT,219127.5,C2081174297,62660.0,0.0,C1465813088,104471.2,318574.94,0,0
351,TRANSFER,316331.99,C35795890,0.0,0.0,C1073821395,836105.37,1152437.36,0,0
351,TRANSFER,286397.38,C1878714023,0.0,0.0,C1292843721,538050.7,824448.09,0,0
12,CASH_OUT,273835.33,C1826006873,172774.17,0.0,C1949430968,2606188.03,2880023.36,0,0
297,CASH_OUT,87589.22,C1794000898,4495.07,0.0,C1272526961,211164.26,298753.48,0,0
181,CASH_OUT,35200.08,C173008187,71963.0,36762.92,C796323723,0.0,35200.08,0,0
42,CASH_OUT,46930.01,C603938792,0.0,0.0,C1172095889,288756.14,335686.15,0,0
228,CASH_OUT,60679.04,C485359293,0.0,0.0,C1776971477,2948044.66,3008723.7,0,0
12,CASH_IN,574119.53,C1225648692,14377.0,588496.53,C1450546672,30254.0,0.0,0,0
234,CASH_OUT,437527.17,C1263570925,428840.0,0.0,C899053057,0.0,437527.17,0,0
277,PAYMENT,7152.95,C207583010,0.0,0.0,M347177750,0.0,0.0,0,0
393,PAYMENT,22278.84,C1747554900,0.0,0.0,M75471644,0.0,0.0,0,0
40,CASH_OUT,121405.8,C703691610,551306.1,429900.3,C1016036876,125976.93,247382.73,0,0
357,CASH_IN,127308.59,C1621758462,1953415.14,2080723.74,C1726224733,499124.6,371816.01,0,0
262,PAYMENT,6980.63,C1895206561,30339.0,23358.37,M1915678895,0.0,0.0,0,0
324,CASH_OUT,55719.14,C388302581,0.0,0.0,C1136510574,386216.65,441935.79,0,0
182,TRANSFER,1351210.16,C1074086488,0.0,0.0,C1659071913,1937815.55,3289025.71,0,0
167,PAYMENT,3704.11,C708556755,2603.0,0.0,M1673035423,0.0,0.0,0,0
202,CASH_OUT,80549.78,C255256602,383.0,0.0,C1795288724,738125.3,818675.08,0,0
346,CASH_OUT,420017.97,C2000765022,464387.65,44369.68,C102742672,10497747.74,10917765.71,0,0
373,CASH_OUT,4769.77,C1008880208,0.0,0.0,C582036339,2375701.6,2380471.37,0,0
18,CASH_IN,82036.38,C982130801,605626.85,687663.23,C292255799,85304.93,3268.55,0,0
207,PAYMENT,974.69,C311157184,31284.0,30309.31,M459140081,0.0,0.0,0,0
43,PAYMENT,4983.75,C121470074,254700.44,249716.69,M1984487673,0.0,0.0,0,0
258,CASH_OUT,51048.87,C1439014780,0.0,0.0,C1617731111,1431794.67,1482843.54,0,0
214,CASH_IN,164516.04,C1914332697,7590896.12,7755412.17,C832023580,1045100.6,880584.56,0,0
709,CASH_OUT,288623.5,C22377116,741951.0,453327.5,C1827551210,437428.9,726052.4,0,0
139,CASH_OUT,274208.45,C1544915440,0.0,0.0,C135126939,287095.89,561304.34,0,0
162,PAYMENT,246.3,C1402707970,168.0,0.0,M491840405,0.0,0.0,0,0
210,TRANSFER,246007.79,C1666938010,5912.92,0.0,C552235677,4138473.55,4384481.34,0,0
637,PAYMENT,19220.44,C949830294,17896.0,0.0,M1117782341,0.0,0.0,0,0
46,CASH_OUT,107516.77,C2029551657,203145.86,95629.09,C1702107134,2036443.02,2143959.79,0,0
393,PAYMENT,17929.05,C1808309972,57159.0,39229.95,M1417592238,0.0,0.0,0,0
234,CASH_IN,478133.29,C211940335,8902.0,487035.29,C1908436725,1546185.2,1068051.91,0,0
402,PAYMENT,18367.37,C219164201,21187.0,2819.63,M936536987,0.0,0.0,0,0
274,CASH_OUT,309156.37,C1627779615,19374.0,0.0,C1862138148,88034.16,397190.53,0,0
278,CASH_IN,139950.96,C32647625,7263181.74,7403132.69,C2106414963,1496637.49,1356686.53,0,0
396,CASH_OUT,350137.24,C2007917037,5098.0,0.0,C1743718934,0.0,350137.24,0,0
352,CASH_IN,340002.12,C1968287093,294378.0,634380.12,C911738551,3879019.89,3539017.77,0,0
326,CASH_OUT,230434.9,C1731553617,123178.0,0.0,C746029709,9872361.1,10102796.0,0,0
258,CASH_IN,105065.5,C1962146511,48250.0,153315.5,C1822649280,2227.48,0.0,0,0
307,TRANSFER,535530.18,C1052191777,12780.0,0.0,C1040121698,1207949.35,1743479.52,0,0
